dataset,group,approach,sut,rep,exec_ok,line_coverage_pct,branch_coverage_pct,mutation_score_pct,source_metrics_dir
HumanEval+,IAEdu,GPT-4o,HumanEval_70,run_0003,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_70/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_70,run_0004,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_70/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_70,run_0005,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_70/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_71,run_0001,1,100.0,100.0,71.43,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_71/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_71,run_0002,1,100.0,100.0,71.43,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_71/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_71,run_0003,1,100.0,100.0,85.71,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_71/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_71,run_0004,1,100.0,100.0,85.71,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_71/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_71,run_0005,1,100.0,100.0,71.43,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_71/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_72,run_0001,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_72/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_72,run_0002,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_72/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_72,run_0003,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_72/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_72,run_0004,1,100.0,100.0,83.33,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_72/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_72,run_0005,1,100.0,100.0,83.33,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_72/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_73,run_0001,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_73/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_73,run_0002,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_73/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_73,run_0003,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_73/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_73,run_0004,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_73/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_73,run_0005,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_73/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_74,run_0001,1,100.0,100.0,92.86,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_74/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_74,run_0002,1,100.0,100.0,92.86,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_74/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_74,run_0003,1,100.0,100.0,92.86,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_74/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_74,run_0004,1,100.0,100.0,92.86,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_74/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_74,run_0005,1,100.0,100.0,92.86,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_74/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_75,run_0001,1,100.0,100.0,69.57,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_75/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_75,run_0002,1,100.0,100.0,69.57,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_75/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_75,run_0003,1,100.0,100.0,69.57,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_75/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_75,run_0004,1,100.0,100.0,69.57,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_75/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_75,run_0005,1,100.0,100.0,69.57,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_75/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_76,run_0001,1,100.0,83.33,73.08,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_76/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_76,run_0002,1,100.0,100.0,76.92,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_76/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_76,run_0003,1,100.0,100.0,80.77,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_76/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_76,run_0004,1,100.0,91.67,65.38,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_76/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_76,run_0005,1,100.0,100.0,73.08,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_76/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_77,run_0001,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_77/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_77,run_0002,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_77/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_77,run_0003,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_77/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_77,run_0004,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_77/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_77,run_0005,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_77/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_78,run_0001,1,100.0,100.0,0.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_78/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_78,run_0002,1,100.0,100.0,0.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_78/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_78,run_0003,1,100.0,100.0,0.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_78/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_78,run_0004,1,100.0,100.0,0.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_78/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_78,run_0005,1,100.0,100.0,0.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_78/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_79,run_0001,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_79/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_79,run_0002,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_79/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_79,run_0003,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_79/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_79,run_0004,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_79/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_79,run_0005,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_79/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_8,run_0001,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_8/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_8,run_0002,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_8/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_8,run_0003,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_8/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_8,run_0004,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_8/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_8,run_0005,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_8/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_80,run_0001,1,100.0,100.0,80.95,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_80/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_80,run_0002,1,100.0,100.0,80.95,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_80/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_80,run_0003,1,100.0,100.0,80.95,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_80/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_80,run_0004,1,100.0,100.0,80.95,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_80/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_80,run_0005,1,100.0,100.0,90.48,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_80/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_81,run_0001,1,78.57,75.0,45.1,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_81/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_81,run_0002,1,64.29,58.33,21.57,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_81/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_81,run_0003,1,78.57,75.0,45.1,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_81/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_81,run_0004,1,78.57,75.0,45.1,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_81/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_81,run_0005,1,21.43,8.33,1.96,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_81/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_82,run_0001,1,100.0,100.0,78.95,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_82/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_82,run_0002,1,100.0,100.0,78.95,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_82/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_82,run_0003,1,100.0,100.0,78.95,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_82/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_82,run_0004,1,100.0,100.0,78.95,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_82/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_82,run_0005,1,100.0,100.0,78.95,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_82/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_83,run_0001,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_83/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_83,run_0002,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_83/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_83,run_0003,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_83/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_83,run_0004,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_83/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_83,run_0005,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_83/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_84,run_0001,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_84/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_84,run_0002,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_84/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_84,run_0003,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_84/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_84,run_0004,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_84/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_84,run_0005,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_84/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_85,run_0001,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_85/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_85,run_0002,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_85/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_85,run_0003,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_85/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_85,run_0004,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_85/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_85,run_0005,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_85/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_86,run_0001,1,100.0,100.0,88.89,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_86/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_86,run_0002,1,100.0,100.0,88.89,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_86/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_86,run_0003,1,100.0,100.0,88.89,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_86/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_86,run_0004,1,100.0,100.0,88.89,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_86/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_86,run_0005,1,100.0,100.0,88.89,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_86/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_87,run_0001,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_87/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_87,run_0002,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_87/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_87,run_0003,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_87/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_87,run_0004,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_87/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_87,run_0005,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_87/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_88,run_0001,1,100.0,100.0,92.31,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_88/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_88,run_0002,1,100.0,100.0,92.31,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_88/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_88,run_0003,1,100.0,100.0,92.31,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_88/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_88,run_0004,1,100.0,100.0,92.31,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_88/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_88,run_0005,1,100.0,100.0,92.31,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_88/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_89,run_0001,1,100.0,100.0,96.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_89/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_89,run_0002,1,100.0,100.0,96.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_89/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_89,run_0003,1,100.0,100.0,96.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_89/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_89,run_0004,1,100.0,100.0,96.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_89/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_89,run_0005,1,100.0,100.0,96.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_89/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_9,run_0001,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_9/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_9,run_0002,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_9/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_9,run_0003,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_9/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_9,run_0004,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_9/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_9,run_0005,1,100.0,100.0,100.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_9/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_90,run_0001,1,100.0,100.0,66.67,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_90/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_90,run_0002,1,100.0,100.0,66.67,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_90/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_90,run_0003,1,100.0,100.0,66.67,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_90/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_90,run_0004,1,100.0,100.0,66.67,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_90/run_0004/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_90,run_0005,1,100.0,100.0,66.67,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_90/run_0005/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_91,run_0001,1,100.0,100.0,90.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_91/run_0001/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_91,run_0002,1,100.0,100.0,90.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_91/run_0002/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_91,run_0003,1,100.0,100.0,90.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_91/run_0003/metrics
HumanEval+,IAEdu,GPT-4o,HumanEval_91,run_0004,1,100.0,100.0,90.0,/home/jpaiva/projetos/llm_test_generation_gpt4o/out/_final_gpt4o_humanevalplus_python_v3_retryempty/HumanEval_91/run_0004/metrics
