account	sut_id	target_module	run_id	rep	status	generation_output_nonempty	generation_attempts	generation_empty_attempts	pytest_raw_exit_code	coverage_exit_code	mutmut_exit_code	mutmut_results_exit_code	line_pct	branch_pct	mutation_score_pct	mutation_available	status_json	run_dir	error
account3	black_5f	blib2to3.pgen2.driver	7		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/black_5f/run_0007/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/black_5f/run_0007/0001-1	
account3	black_5f	blib2to3.pgen2.driver	8		ok	true	1		0	0	1	0	55.03	42.19	31.02310231023102	True	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/black_5f/run_0008/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/black_5f/run_0008/0001-1	
account3	black_5f	blib2to3.pgen2.driver	9		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/black_5f/run_0009/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/black_5f/run_0009/0001-1	
account3	black_5f	blib2to3.pgen2.driver	10		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/black_5f/run_0010/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/black_5f/run_0010/0001-1	
account3	httpie_1f	httpie.sessions	11		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/httpie_1f/run_0011/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/httpie_1f/run_0011/0001-1	
account3	httpie_1f	httpie.sessions	12		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/httpie_1f/run_0012/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/httpie_1f/run_0012/0001-1	
account3	httpie_1f	httpie.sessions	13		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/httpie_1f/run_0013/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/httpie_1f/run_0013/0001-1	
account3	httpie_1f	httpie.sessions	14		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/httpie_1f/run_0014/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/httpie_1f/run_0014/0001-1	
account3	httpie_1f	httpie.sessions	15		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/httpie_1f/run_0015/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/httpie_1f/run_0015/0001-1	
account3	matplotlib_9f	matplotlib.cbook	16		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/matplotlib_9f/run_0016/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/matplotlib_9f/run_0016/0001-1	
account3	matplotlib_9f	matplotlib.cbook	17		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/matplotlib_9f/run_0017/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/matplotlib_9f/run_0017/0001-1	
account3	matplotlib_9f	matplotlib.cbook	18		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/matplotlib_9f/run_0018/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/matplotlib_9f/run_0018/0001-1	
account3	matplotlib_9f	matplotlib.cbook	19		pytest_raw_fail	true	1		1								/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/matplotlib_9f/run_0019/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/matplotlib_9f/run_0019/0001-1	
account3	matplotlib_9f	matplotlib.cbook	20		generated_test_compile_fail	true	1										/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/matplotlib_9f/run_0020/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/matplotlib_9f/run_0020/0001-1	
account3	tornado_4f	tornado.escape	21		generation_no_output	false	3	3									/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/tornado_4f/run_0021/0001-1/metrics/status.json	/home/jpaiva/projetos/bugsinpy_gpt55/out/_FINAL_GPT55_BUGSINPY_16SUTS_5REPS_3ACCOUNTS_20260622_142827/account3/tornado_4f/run_0021/0001-1	
