model	sut_id	repeat	target_module	run_dir	batch_status	tool_exit_code	mutation_status	mutation_available	mutation_score_pct	killed	survived	timeout	suspicious	skipped	not_checked	no_tests	total	parse_source	elapsed_s	v5_logcorrected	v5_original_mutation_status	v5_original_mutation_score_pct
cluster-safe-deepseek-coder-v2-16b-ctx16k	ansible_17f	2	ansible.utils.unicode	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/ansible_17f/run_0001/0004-2	tool_completed	0	ok	True	0.0	0	8	0	0	0	0	0	8	mutmut_stdout_summary_v5	18.148	False	ok	0.0
cluster-safe-deepseek-coder-v2-16b-ctx16k	black_5f	4	blib2to3.pgen2.driver	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/black_5f/run_0001/0006-4	tool_completed	0	ok	True	30.263157894736842	23	53	0	0	0	0	227	303	mutmut_stdout_summary_v5	4.572	True	ok	0.0
cluster-safe-deepseek-coder-v2-16b-ctx16k	cookiecutter_1f	1	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/cookiecutter_1f/run_0001/0007-1	tool_completed	0	ok	True	44.44444444444444	12	15	0	0	0	0	0	27	mutmut_stdout_summary_v5	3.02	True	ok	0.0
cluster-safe-deepseek-coder-v2-16b-ctx16k	cookiecutter_1f	2	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/cookiecutter_1f/run_0001/0007-2	tool_completed	0	ok	True	85.18518518518519	23	4	0	0	0	0	0	27	mutmut_stdout_summary_v5	2.87	True	ok	0.0
cluster-safe-deepseek-coder-v2-16b-ctx16k	cookiecutter_1f	3	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/cookiecutter_1f/run_0001/0007-3	tool_completed	0	ok	True	11.11111111111111	3	24	0	0	0	0	0	27	mutmut_stdout_summary_v5	3.17	True	ok	0.0
cluster-safe-deepseek-coder-v2-16b-ctx16k	cookiecutter_1f	4	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/cookiecutter_1f/run_0001/0007-4	tool_completed	0	ok	True	37.03703703703704	10	17	0	0	0	0	0	27	mutmut_stdout_summary_v5	2.971	True	ok	0.0
cluster-safe-deepseek-coder-v2-16b-ctx16k	cookiecutter_1f	5	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/cookiecutter_1f/run_0001/0007-5	tool_completed	0	ok	True	11.11111111111111	3	24	0	0	0	0	0	27	mutmut_stdout_summary_v5	3.07	True	ok	0.0
cluster-safe-deepseek-coder-v2-16b-ctx16k	cookiecutter_3f	1	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/cookiecutter_3f/run_0001/0008-1	tool_completed	0	ok	True	11.11111111111111	3	24	0	0	0	0	0	27	mutmut_stdout_summary_v5	3.32	True	ok	0.0
cluster-safe-deepseek-coder-v2-16b-ctx16k	cookiecutter_3f	2	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/cookiecutter_3f/run_0001/0008-2	tool_completed	0	ok	True	29.629629629629626	8	19	0	0	0	0	0	27	mutmut_stdout_summary_v5	3.07	True	ok	0.0
cluster-safe-deepseek-coder-v2-16b-ctx16k	cookiecutter_3f	3	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/cookiecutter_3f/run_0001/0008-3	tool_completed	0	ok	True	22.22222222222222	6	21	0	0	0	0	0	27	mutmut_stdout_summary_v5	3.269	True	ok	0.0
cluster-safe-deepseek-coder-v2-16b-ctx16k	cookiecutter_3f	4	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/cookiecutter_3f/run_0001/0008-4	tool_completed	0	ok	True	55.55555555555556	15	12	0	0	0	0	0	27	mutmut_stdout_summary_v5	2.869	True	ok	0.0
cluster-safe-deepseek-coder-v2-16b-ctx16k	matplotlib_16f	2	matplotlib.cbook	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/matplotlib_16f/run_0001/0011-2	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	1939	0	1939	mutmut_results_lines	14.673	False	mutation_no_checked_mutants	
cluster-safe-deepseek-coder-v2-16b-ctx16k	matplotlib_16f	3	matplotlib.cbook	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/matplotlib_16f/run_0001/0011-3	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	1939	0	1939	mutmut_results_lines	15.296	False	mutation_no_checked_mutants	
cluster-safe-deepseek-coder-v2-16b-ctx16k	matplotlib_16f	5	matplotlib.cbook	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/matplotlib_16f/run_0001/0011-5	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	1939	0	1939	mutmut_results_lines	14.658	False	mutation_no_checked_mutants	
cluster-safe-deepseek-coder-v2-16b-ctx16k	matplotlib_9f	2	matplotlib.cbook	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/matplotlib_9f/run_0001/0012-2	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	2143	0	2143	mutmut_results_lines	15.695	False	mutation_no_checked_mutants	
cluster-safe-deepseek-coder-v2-16b-ctx16k	thefuck_25f	1	thefuck.types	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/thefuck_25f/run_0001/0013-1	tool_completed	0	ok	True	100.0	4	0	0	0	0	0	6	10	mutmut_stdout_summary_v5	3.47	True	mutation_no_checked_mutants	
cluster-safe-deepseek-coder-v2-16b-ctx16k	thefuck_25f	5	thefuck.types	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/thefuck_25f/run_0001/0013-5	tool_completed	0	ok	True	100.0	4	0	0	0	0	0	6	10	mutmut_stdout_summary_v5	3.633	True	mutation_no_checked_mutants	
cluster-safe-deepseek-coder-v2-16b-ctx16k	youtube-dl_35f	2	youtube_dl.utils	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/youtube-dl_35f/run_0001/0016-2	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	1810	0	1810	mutmut_results_lines	9.782	False	mutation_no_checked_mutants	
cluster-safe-deepseek-coder-v2-16b-ctx16k	youtube-dl_35f	3	youtube_dl.utils	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/youtube-dl_35f/run_0001/0016-3	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	1810	0	1810	mutmut_results_lines	9.283	False	mutation_no_checked_mutants	
cluster-safe-deepseek-coder-v2-16b-ctx16k	youtube-dl_35f	4	youtube_dl.utils	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-coder-v2-16b-ctx16k/youtube-dl_35f/run_0001/0016-4	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	1810	0	1810	mutmut_results_lines	9.38	False	mutation_no_checked_mutants	
cluster-safe-deepseek-v2-16b-ctx32k	PySnooper_2f	1	pysnooper	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/PySnooper_2f/run_0001/0001-1	tool_completed	0	ok	True	11.83673469387755	29	216	0	0	0	0	305	550	mutmut_stdout_summary_v5	7.327	True	ok	0.0
cluster-safe-deepseek-v2-16b-ctx32k	PySnooper_2f	4	pysnooper	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/PySnooper_2f/run_0001/0001-4	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	550	0	550	mutmut_results_lines	5.125	False	mutation_no_checked_mutants	
cluster-safe-deepseek-v2-16b-ctx32k	PySnooper_2f	5	pysnooper	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/PySnooper_2f/run_0001/0001-5	tool_completed	0	ok	True	23.333333333333332	14	46	0	0	0	0	490	550	mutmut_stdout_summary_v5	6.676	True	ok	0.0
cluster-safe-deepseek-v2-16b-ctx32k	ansible_14f	5	ansible.utils.unicode	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/ansible_14f/run_0001/0003-5	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	8	0	8	mutmut_results_lines	20.653	False	mutation_no_checked_mutants	
cluster-safe-deepseek-v2-16b-ctx32k	black_2f	1	blib2to3.pgen2.token	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/black_2f/run_0001/0005-1	tool_completed	0	ok	True	100.0	2	0	0	0	0	0	1	3	mutmut_stdout_summary_v5	2.769	True	mutation_no_checked_mutants	
cluster-safe-deepseek-v2-16b-ctx32k	black_2f	4	blib2to3.pgen2.token	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/black_2f/run_0001/0005-4	tool_completed	0	ok	True	50.0	1	1	0	0	0	0	1	3	mutmut_stdout_summary_v5	2.919	True	ok	0.0
cluster-safe-deepseek-v2-16b-ctx32k	matplotlib_9f	1	matplotlib.cbook	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/matplotlib_9f/run_0001/0012-1	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	2143	0	2143	mutmut_results_lines	14.958	False	mutation_no_checked_mutants	
cluster-safe-deepseek-v2-16b-ctx32k	thefuck_25f	1	thefuck.types	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/thefuck_25f/run_0001/0013-1	tool_completed	0	ok	True	100.0	4	0	0	0	0	0	6	10	mutmut_stdout_summary_v5	2.87	True	mutation_no_checked_mutants	
cluster-safe-deepseek-v2-16b-ctx32k	thefuck_25f	3	thefuck.types	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/thefuck_25f/run_0001/0013-3	tool_completed	0	ok	True	100.0	4	0	0	0	0	0	6	10	mutmut_stdout_summary_v5	3.02	True	mutation_no_checked_mutants	
cluster-safe-deepseek-v2-16b-ctx32k	thefuck_25f	4	thefuck.types	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/thefuck_25f/run_0001/0013-4	tool_completed	0	ok	True	100.0	4	0	0	0	0	0	6	10	mutmut_stdout_summary_v5	3.069	True	mutation_no_checked_mutants	
cluster-safe-deepseek-v2-16b-ctx32k	thefuck_25f	5	thefuck.types	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/thefuck_25f/run_0001/0013-5	tool_completed	0	ok	True	100.0	5	0	0	0	0	0	5	10	mutmut_stdout_summary_v5	2.969	True	mutation_no_checked_mutants	
cluster-safe-deepseek-v2-16b-ctx32k	tornado_14f	1	tornado.escape	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_14f/run_0001/0014-1	tool_completed	0	ok	True	45.0	27	33	0	0	0	0	151	211	mutmut_stdout_summary_v5	4.122	True	ok	0.0
cluster-safe-deepseek-v2-16b-ctx32k	tornado_14f	2	tornado.escape	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/tornado_14f/run_0001/0014-2	tool_completed	0	ok	True	42.857142857142854	12	16	0	0	0	0	183	211	mutmut_stdout_summary_v5	4.272	True	ok	0.0
cluster-safe-deepseek-v2-16b-ctx32k	youtube-dl_35f	2	youtube_dl.utils	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/youtube-dl_35f/run_0001/0016-2	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	1810	0	1810	mutmut_results_lines	9.48	False	mutation_no_checked_mutants	
cluster-safe-deepseek-v2-16b-ctx32k	youtube-dl_35f	3	youtube_dl.utils	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/youtube-dl_35f/run_0001/0016-3	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	1810	0	1810	mutmut_results_lines	9.331	False	mutation_no_checked_mutants	
cluster-safe-deepseek-v2-16b-ctx32k	youtube-dl_35f	5	youtube_dl.utils	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-deepseek-v2-16b-ctx32k/youtube-dl_35f/run_0001/0016-5	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	1810	0	1810	mutmut_results_lines	9.68	False	mutation_no_checked_mutants	
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_2f	1	pysnooper	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-1	tool_completed	0	ok	True	27.40740740740741	111	294	0	0	0	0	145	550	mutmut_stdout_summary_v5	8.531	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_2f	2	pysnooper	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-2	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	550	0	550	mutmut_results_lines	5.474	False	mutation_no_checked_mutants	
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_2f	3	pysnooper	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-3	tool_completed	0	ok	True	27.40740740740741	111	294	0	0	0	0	145	550	mutmut_stdout_summary_v5	8.481	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_2f	4	pysnooper	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-4	tool_completed	0	ok	True	27.40740740740741	111	294	0	0	0	0	145	550	mutmut_stdout_summary_v5	8.88	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_2f	5	pysnooper	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_2f/run_0001/0001-5	tool_completed	0	ok	True	27.40740740740741	111	294	0	0	0	0	145	550	mutmut_stdout_summary_v5	8.63	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_3f	1	pysnooper	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_3f/run_0001/0002-1	tool_completed	0	ok	True	15.263157894736842	29	161	0	0	0	0	5	195	mutmut_stdout_summary_v5	5.224	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_3f	2	pysnooper	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_3f/run_0001/0002-2	tool_completed	0	ok	True	15.263157894736842	29	161	0	0	0	0	5	195	mutmut_stdout_summary_v5	4.422	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_3f	4	pysnooper	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_3f/run_0001/0002-4	tool_completed	0	ok	True	17.894736842105264	34	156	0	0	0	0	5	195	mutmut_stdout_summary_v5	4.272	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	PySnooper_3f	5	pysnooper	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/PySnooper_3f/run_0001/0002-5	tool_completed	0	ok	True	18.421052631578945	35	155	0	0	0	0	5	195	mutmut_stdout_summary_v5	4.522	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	black_2f	1	blib2to3.pgen2.token	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/black_2f/run_0001/0005-1	tool_completed	0	ok	True	66.66666666666666	2	1	0	0	0	0	0	3	mutmut_stdout_summary_v5	2.669	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	black_2f	2	blib2to3.pgen2.token	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/black_2f/run_0001/0005-2	tool_completed	0	ok	True	33.33333333333333	1	2	0	0	0	0	0	3	mutmut_stdout_summary_v5	2.769	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	black_2f	3	blib2to3.pgen2.token	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/black_2f/run_0001/0005-3	tool_completed	0	ok	True	100.0	3	0	0	0	0	0	0	3	mutmut_stdout_summary_v5	3.019	False	ok	100.0
cluster-safe-qwen2.5-coder-14b-ctx32k	black_2f	4	blib2to3.pgen2.token	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/black_2f/run_0001/0005-4	tool_completed	0	ok	True	33.33333333333333	1	2	0	0	0	0	0	3	mutmut_stdout_summary_v5	2.718	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	black_5f	4	blib2to3.pgen2.driver	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/black_5f/run_0001/0006-4	tool_completed	0	ok	True	16.666666666666664	1	5	0	0	0	0	297	303	mutmut_stdout_summary_v5	4.423	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	cookiecutter_1f	2	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/cookiecutter_1f/run_0001/0007-2	tool_completed	0	ok	True	25.925925925925924	7	20	0	0	0	0	0	27	mutmut_stdout_summary_v5	3.07	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	cookiecutter_1f	3	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/cookiecutter_1f/run_0001/0007-3	tool_completed	0	ok	True	29.629629629629626	8	19	0	0	0	0	0	27	mutmut_stdout_summary_v5	3.02	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	cookiecutter_1f	5	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/cookiecutter_1f/run_0001/0007-5	tool_completed	0	ok	True	29.629629629629626	8	19	0	0	0	0	0	27	mutmut_stdout_summary_v5	3.17	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	cookiecutter_3f	1	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/cookiecutter_3f/run_0001/0008-1	tool_completed	0	ok	True	29.629629629629626	8	19	0	0	0	0	0	27	mutmut_stdout_summary_v5	2.869	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	cookiecutter_3f	2	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/cookiecutter_3f/run_0001/0008-2	tool_completed	0	ok	True	29.629629629629626	8	19	0	0	0	0	0	27	mutmut_stdout_summary_v5	2.969	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	cookiecutter_3f	4	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/cookiecutter_3f/run_0001/0008-4	tool_completed	0	ok	True	40.74074074074074	11	16	0	0	0	0	0	27	mutmut_stdout_summary_v5	2.919	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	cookiecutter_3f	5	cookiecutter.log	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/cookiecutter_3f/run_0001/0008-5	tool_completed	0	ok	True	62.96296296296296	17	10	0	0	0	0	0	27	mutmut_stdout_summary_v5	2.969	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	httpie_1f	1	httpie.sessions	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/httpie_1f/run_0001/0009-1	tool_completed	0	ok	True	81.81818181818183	18	4	0	0	0	0	89	111	mutmut_stdout_summary_v5	3.42	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	httpie_1f	4	httpie.sessions	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/httpie_1f/run_0001/0009-4	tool_completed	0	ok	True	81.81818181818183	18	4	0	0	0	0	89	111	mutmut_stdout_summary_v5	3.42	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	httpie_2f	1	httpie.sessions	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/httpie_2f/run_0001/0010-1	tool_completed	0	ok	True	81.81818181818183	18	4	0	0	0	0	89	111	mutmut_stdout_summary_v5	3.87	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	httpie_2f	3	httpie.sessions	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/httpie_2f/run_0001/0010-3	tool_completed	0	ok	True	81.81818181818183	18	4	0	0	0	0	89	111	mutmut_stdout_summary_v5	3.32	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	httpie_2f	4	httpie.sessions	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/httpie_2f/run_0001/0010-4	tool_completed	0	ok	True	81.81818181818183	18	4	0	0	0	0	89	111	mutmut_stdout_summary_v5	3.421	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	httpie_2f	5	httpie.sessions	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/httpie_2f/run_0001/0010-5	tool_completed	0	ok	True	40.909090909090914	9	13	0	0	0	0	89	111	mutmut_stdout_summary_v5	4.528	True	ok	0.0
cluster-safe-qwen2.5-coder-14b-ctx32k	matplotlib_16f	1	matplotlib.cbook	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/matplotlib_16f/run_0001/0011-1	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	1939	0	1939	mutmut_results_lines	15.098	False	mutation_no_checked_mutants	
cluster-safe-qwen2.5-coder-14b-ctx32k	matplotlib_16f	2	matplotlib.cbook	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/matplotlib_16f/run_0001/0011-2	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	1939	0	1939	mutmut_results_lines	14.547	False	mutation_no_checked_mutants	
cluster-safe-qwen2.5-coder-14b-ctx32k	matplotlib_16f	3	matplotlib.cbook	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen2.5-coder-14b-ctx32k/matplotlib_16f/run_0001/0011-3	tool_completed	0	mutation_no_checked_mutants	False		0	0	0	0	0	1939	0	1939	mutmut_results_lines	15.19	False	mutation_no_checked_mutants	
